F32H2.5	FasN-1	K00665
ZK430.3	Sod-5	K00518
C08A9.1	Sod-3	K04564
F10D11.1	Sod-2	K04564
C15F1.7	Sod-1	K04565
F55H2.1	Sod-4	K04565
C01G6.6	Tag-165	K00597
D1037.3	Ftn-2	K00522
T23G5.1	Rnr-1	K10807
C03C10.3	Rnr-2	K10808
F56D1.5	Dhs-5	K00540
Y56A3A.32	Wah-1	K04727
T08D10.2	Lsd-1	K11450
Y40B1B.6	Spr-5	K11450
ZC376.5	Trm-1	K00555
T12F5.4	Lin-59	K06101
R05D3.11	Met-2	K11421
C26E6.9	Set-2	K11422
T26A5.7	Set-1	K11428
C32D5.5	Set-4	K11429
Y41D4B.12	Set-23	K11433
C25A1.3	Tag-72	K00565
Y62E10A.5	Agt-1	K00567
C10F3.5	Pcm-1	K00573
C34E10.5	PrmT-5	K02516
ZK652.9	Coq-5	K06127
C05D11.11	Mel-32	K00600
D2085.1	Pyr-1	K11540
B0024.12	Gna-1	K00621
ZC416.8	Unc-17	K00623
T02G5.8	Kat-1	K00626
F08F3.2	Acl-6	K00629
F49H12.6	Acl-4	K13506
R07E3.5	Acl-5	K13506
F53A2.7	ThiOlases	K07508
Y46G5A.17	Cpt-1	K08765
R07H5.2	Cpt-2	K08766
Y46G5A.21	Acl-7	K00649
R10E11.1	Cbp-1	K04498
Y47G6A.6	PcaF-1	K06062
ZK863.3	ElpC-3	K07739
M03C11.4	Tag-235	K11303
VC5.4	Mys-1	K11304
K03D10.3	Mys-2	K11308
F43H9.2	SptL-2	K00654
T22G5.5	SptL-3	K00654
F59F4.4	Acl-1	K13509
T06E8.1	Acl-2	K13509
T05H4.1	Acl-8	K13513
ZK40.1	Acl-9	K13513
F32H2.5	FasN-1	K00665
T17E9.2	Nmt-1	K00671
ZK809.2	Acl-3	K13511
T05H4.1	Acl-8	K13513
ZK40.1	Acl-9	K13513
K07B1.5	Acl-14	K13514
F14F3.3	Tag-289	K13516
F54D5.1	Pcs-1	K05941
T20G5.2	Cts-1	K01647
Y46G5A.31	Gsy-1	K00693
F48A11.1	Chs-2	K00698
T25G3.2	Chs-1	K00698
B0310.5	Ugt-46	K00699
C18C4.3	Ugt-48	K00699
F35H8.6	Ugt-58	K00699
F39G3.1	Ugt-61	K00699
T04H1.7	Ugt-55	K00699
T04H1.8	Ugt-56	K00699
T07C5.1	Ugt-50	K00699
Y73E7A.7	Bre-4	K07968
Y116F11B.12	Gly-4	K00710
Y39E4B.12	Gly-5	K00710
Y45F10D.3	Gly-10	K00710
Y46H3A.6	Gly-7	K00710
ZK688.8	Gly-3	K00710
C10F3.6	Fut-8	K00717
F59G1.1	Cgt-3	K00720
Y66H1A.2	Dpm-1	K00721
Y73E7A.7	Bre-4	K07968
B0416.6	Gly-13	K00726
F48E3.1	Gly-12	K00726
M01F1.1	Gly-14	K00726
T15D6.2	Gly-16	K00727
R10E11.4	Sqv-3	K00733
Y110A2AL.14	Sqv-2	K00734
ZK1307.5	Sqv-8	K10158
C03E10.4	Gly-20	K00736
C55B7.2	Gly-2	K00744
PAR2.4	Mig-22	K00747
T24D1.1	Sqv-5	K13499
K10G9.3	Pad-2	K03691
K01G5.6	Rib-2	K02370
F12F6.3	Rib-1	K02366
K01G5.6	Rib-2	K02370
F12F6.3	Rib-1	K02366
PAR2.4	Mig-22	K00747
T24D1.1	Sqv-5	K13499
T24D1.4	Tag-179	K03850
Y73E7A.7	Bre-4	K07968
K04G7.3	Ogt-1	K09667
ZK783.2	Upp-1	K00757
T07C4.1	UmpS-1	K13421
Y50D4C.4	Sqv-6	K00771
ZK829.6	Tgt-1	K00773
E02H1.4	Pme-2	K10798
Y71F9AL.18	Pme-1	K10798
C06A5.11	Sir-2.4	K11416
C49F5.1	SamS-1	K00789
T13A10.11	Tag-32	K00789
C26E6.11	MmaB-1	K00798
F11G11.1	Gst-8	K00799
F11G11.2	Gst-7	K00799
F11G11.3	Gst-6	K00799
F35E8.8	Gst-38	K00799
K08F4.11	Gst-3	K00799
K08F4.6	Gst-2	K00799
K08F4.7	Gst-4	K00799
R03D7.6	Gst-5	K00799
R07B1.4	Gst-36	K00799
R107.7	Gst-1	K00799
Y45G12C.2	Gst-10	K00799
ZK546.11	Gst-30	K00799
ZK1320.1	GstK-1	K13299
Y50D7A.7	Ads-1	K00803
F23B12.6	Tag-114	K05954
ZC395.6	Gro-1	K00791
F57B9.4	Coq-2	K06125
C24A11.9	Coq-1	K12504
R03A10.4	NkaT-3	K00816
K04D7.3	Gta-1	K13524
K04D7.3	Gta-1	K13524
K02A4.1	BcaT-1	K00826
R03A10.4	NkaT-3	K00816
M01D7.4	Tag-96	K00849
Y43C5A.5	Thk-1	K00857
T14G10.1	Pps-1	K13811
C42D8.3	Uvt-3	K09680
F55A12.3	Ppk-1	K00889
VF11C1L.1	Ppk-3	K00889
T27A10.3	Ckc-1	K00894
C09E10.2	Dgk-1	K00901
F42A9.1	Dgk-4	K00901
F54G8.2	Dgk-3	K00901
K06A1.6	Dgk-5	K00901
B0025.1	Vps-34	K00914
Y48G9A.8	Ppk-2	K00920
B0334.8	Age-1	K00922
C53A5.4	Tag-191	K00924
D1044.3	Pqn-25	K00924
D1044.8	NekL-4	K00924
T03F1.3	Pgk-1	K00927
C29E4.8	Let-754	K00939
ZK637.9	Tpk-1	K00949
T14G10.1	Pps-1	K13811
F36A4.7	Ama-1	K03006
C26E6.4	Rpb-2	K03010
C42D4.8	Rpc-1	K03018
W03A3.2	PolQ-1	K02349
F53A3.2	PolH-1	K03509
F22B7.6	PolK-1	K03511
C42C1.5	Tag-335	K00966
F58A4.4	Pri-1	K02684
W02D9.1	Pri-2	K02685
ZK675.2	Rev-1	K03515
Y46G5A.5	PisY-1	K00999
F53H8.4	Sms-2	K04714
H21P03.3	Sms-1	K04714
Y22D7AL.8	Sms-3	K04714
ZC506.3	PssY-1	K08729
Y45F10A.4	SelD-1	K01008
ZK1067.1	Let-23	K04361
C16D9.2	Rol-3	K05088
F59F3.1	Ver-3	K05096
F59F3.5	Ver-4	K05096
T17A3.1	Ver-1	K05096
T10H9.2	Scd-2	K05119
F11D5.3	Ddr-2	K05125
C16B8.1	Lin-18	K05128
C01C7.1	Ark-1	K08252
C01G6.8	Cam-1	K08252
M03A1.1	Vab-1	K08252
M176.6	Kin-15	K08252
M176.7	Kin-16	K08252
Y55D5A.5	Daf-2	K08252
C30F8.4	Kin-32	K05725
Y48G1C.2	Csk-1	K05728
M79.1	Abl-1	K06619
B0523.1	Kin-31	K08253
T06C10.6	Kin-26	K08253
Y92H12A.1	Src-1	K08253
F49B2.5	Src-2	K08892
R06C7.8	Bub-1	K02178
Y39H10A.7	Chk-1	K02216
Y106G6E.6	CsnK-1	K02218
B0205.7	Kin-3	K03097
Y73B6A.5	Lin-45	K04365
R166.5	Mnk-1	K04372
T01H8.1	RskN-1	K04373
C09B8.7	Pak-1	K04409
T17E9.1	Kin-18	K04429
C54G4.1	RskN-2	K04445
C12D8.10	Akt-1	K04456
F28H6.1	Akt-2	K04456
C10H11.9	Let-502	K04514
Y47D3A.16	RskS-1	K04688
Y48G1BL.2	Atm-1	K04728
EEED8.9	PinK-1	K05688
F17E5.1	Lin-2	K06103
C29F9.7	Pat-4	K06272
H42K12.1	Pdk-1	K06276
Y60A3A.12	Chk-2	K06641
Y60A3A.1	Unc-51	K08269
F35H8.7	Wee-1.1	K08282
Y59A8B.23	Gck-3	K08282
ZC504.4	Mig-15	K08282
C10C6.1	Kin-4	K08789
W10G6.2	Sgk-1	K08792
F15A2.6	Sad-1	K08796
H39E23.1	Par-1	K08798
W03G1.6	Pig-1	K08799
K12C11.4	DapK-1	K08803
Y79H2A.11	Zyg-8	K08805
F28B12.3	Vrk-1	K08816
F20B6.8	Hpk-1	K08826
F22D6.5	PrpF-4	K08827
B0464.5	Spk-1	K08831
C04A11.3	Gck-4	K08836
T27C10.6	Lrk-1	K08843
K07C11.2	Air-1	K08850
C41C4.4	Ire-1	K08852
F35G12.3	Sel-5	K08853
F19H6.1	NekL-3	K08857
Y39G10AR.3	NekL-1	K08857
ZC581.1	NekL-2	K08857
F46C3.1	Pek-1	K08860
C03C10.1	Kin-19	K08957
B0207.4	Air-2	K11481
ZK370.5	PdhK-2	K00898
Y59A8B.14	Par-4	K07298
ZK909.2	Kin-1	K04345
T01C8.1	Aak-2	K07198
F55A8.2	Egl-4	K07376
E01H11.1	Pkc-2	K02677
B0545.1	Tpa-1	K06068
F57F5.5	Pkc-1	K06068
F09E5.1	Pkc-3	K06069
T25E12.4	Dkf-2	K06070
W09C5.5	Dkf-1	K06070
W02B3.2	Grk-2	K00910
F19C6.1	Grk-1	K08291
K11E8.1	Unc-43	K04515
K07A9.2	Cmk-1	K08794
F42A10.4	Efk-1	K08292
C14B9.4	Plk-1	K06631
F55G1.8	Plk-3	K06631
Y71F9B.7	Plk-2	K06631
T05G5.3	Cdk-1	K02087
T27E9.3	Cdk-5	K02090
Y39G10AL.3	Cdk-7	K02202
F39H11.3	Cdk-8	K02208
H25P06.2	Cdk-9	K02211
B0495.2	Cdc2	K08818
C07G1.3	Pct-1	K08820
M04C9.5	Dyf-5	K08829
F43C1.2	Mpk-1	K04371
B0478.1	Jnk-1	K04440
B0218.3	Pmk-1	K04441
F42G8.3	Pmk-2	K04441
W06F12.1	Lit-1	K04468
F42G8.4	Pmk-3	K08293
F59A6.1	Nsy-1	K04426
B0414.7	Mtk-1	K04428
Y18D10A.5	Gsk-3	K03083
F49E11.1	Mbk-2	K08825
T04C10.1	Mbk-1	K08825
Y54E10BL.6	Mek-2	K04368
F42G10.2	Mkk-4	K04430
K08A8.1	Mek-1	K04431
R03G5.2	Sek-1	K04433
T02G5.13	MmaA-1	K07588
F42G9.8	TpsT-2	K01021
Y111B2A.15	TpsT-1	K01021
F08B4.6	Hst-1	K01025
C34F6.4	Hst-2	K02513
D1054.13	SecS-1	K03341
F15A8.6	EstErase	K01044
R12A1.4	Ges-1	K01044
W09B12.1	Ace-1	K01049
Y44E3A.2	Ace-2	K01049
Y48B6A.7	Ace-4	K01049
C52B9.7	Paf-2	K01062
T03F6.5	Lis-1	K01062
T28C12.4	EstErase	K01066
F40F12.5	CylD-1	K08601
ZK328.1	Cyk-3	K11837
H19N07.2	MatH-33	K11838
C13B4.2	Usp-14	K11843
F44C4.5	Ppt-1	K01074
ZK430.2	Tag-231	K01082
K07A3.1	Fbp-1	K03841
C05A2.1	Pph-1	K01090
C34C12.3	Pph-6	K01090
F23H11.8	Pef-1	K01090
T03F1.5	Gsp-4	K01090
T19C3.8	Fem-2	K01090
W09C3.6	Gsp-3	K01090
Y75B8A.30	Pph-4.1	K01090
C02F4.2	Tax-6	K04348
F38H4.9	Let-92	K04382
F08B1.1	Vhp-1	K04459
Y39B6A.2	Pph-5	K04460
F29F11.6	Gsp-1	K06269
F56C9.1	Gsp-2	K06269
T23G7.5	Pir-1	K14165
F13G3.5	Ttx-7	K01092
JC8.10	Unc-26	K01099
C48D5.2	Ptp-1	K01104
F44G4.8	Dep-1	K01104
T19D2.2	Prl-1	K01104
F08B1.1	Vhp-1	K04459
C17G10.4	Cdc-14	K06639
F59G1.5	Ptp-2	K07293
T23G7.5	Pir-1	K14165
C09B8.1	Ipp-5	K01106
F53A2.8	Mtm-6	K01112
C04G6.3	Pld-1	K01115
R05G6.8	Plc-4	K05857
B0348.4	Egl-8	K05858
T01E8.3	Plc-3	K05859
B0252.2	Asm-1	K12350
W03G1.7	Asm-3	K12350
ZK455.4	Asm-2	K12350
C32E12.2	Pde-5	K01120
R153.1	Pde-4	K01120
Y95B8A.10	Pde-6	K01120
E01F3.1	Pde-3	K13296
T04D3.3	Pde-1	K13755
Y41C4A.14	Mrt-2	K02830
C07B5.5	Nuc-1	K01158
F09G8.2	Tag-198	K01158
K04H4.6	Crn-6	K01158
F26E4.10	DrsH-1	K03685
C04F12.9	Rnh-1.3	K03469
F59A6.6	Rnh-1.0	K03469
T13H5.7	Rnh-2	K10743
E04A4.4	Hoe-1	K00784
C04F6.3	Cht-1	K01183
F55D10.1	AmaN-1	K12311
C23H3.7	Tre-5	K01194
F57B10.7	Tre-1	K01194
T05A12.2	Tre-2	K01194
W05E10.4	Tre-3	K01194
T14F9.3	Hex-1	K12373
F01F1.10	Eng-1	K01227
F58H1.1	AmaN-2	K01231
H23L24.5	Pme-4	K07759
ZC416.6	ProTease	K01254
ZK353.6	Lap-1	K01255
R119.2	PepTidase	K01262
W03G9.4	App-1	K01262
Y116A8A.9	Map-2	K01265
Y37E11AL.7	Map-1	K01265
R11H6.1	Pes-9	K08660
C42D8.5	Acn-1	K01283
F01D4.4	Egl-21	K01294
F32B5.8	Cpz-1	K08568
M04G12.2	Cpz-2	K08568
R11E3.8	Dpf-5	K01303
F46E10.8	Ubh-1	K05609
Y40G12A.1	Ubh-3	K05609
Y40G12A.2	Ubh-2	K05609
C08B11.7	Ubh-4	K05610
ZK970.2	ClpP-1	K01358
C51E3.7	Egl-3	K01360
F26F4.3	Rom-1	K02857
Y54E10A.14	Rom-5	K09650
C52E4.1	Cpr-1	K01363
F36D3.9	Cpr-2	K01363
F44C4.3	Cpr-4	K01363
T10H4.12	Cpr-3	K01363
W07B8.5	Cpr-5	K01363
T03E6.7	Cpl-1	K01365
F41E6.6	Tag-196	K01373
Y47G6A.12	Sep-1	K02365
R12H7.2	Asp-4	K01379
4R79.1	Nas-6	K08076
C05D11.6	Nas-4	K08076
C07D10.4	Nas-7	K08076
C24F3.3	Nas-12	K08076
C26C6.3	Nas-36	K08076
C34D4.9	Nas-8	K08076
C37H5.9	Nas-9	K08076
F09E8.6	Nas-14	K08076
F38E9.2	Nas-39	K08076
F39D8.4	Nas-13	K08076
F40E10.1	Hch-1	K08076
F42A10.8	Nas-28	K08076
F45G2.1	Nas-1	K08076
F46C5.3	Nas-25	K08076
F57C12.1	Nas-38	K08076
F58A6.4	Nas-29	K08076
K03B8.1	Nas-16	K08076
K03B8.2	Nas-17	K08076
K03B8.3	Nas-18	K08076
K03B8.5	Nas-19	K08076
K04E7.3	Nas-33	K08076
K06A4.1	Nas-3	K08076
K09C8.3	Nas-10	K08076
T02B11.7	Nas-32	K08076
T04G9.2	Nas-15	K08076
T11F9.3	Nas-20	K08076
T11F9.6	Nas-22	K08076
T23F4.4	Nas-27	K08076
T23H4.3	Nas-5	K08076
T24A11.3	Toh-1	K08076
Y95B8A.1	Nas-30	K08076
C02G6.1	PepTidase	K01408
C02G6.2	PepTidase	K01408
F44E7.4	PepTidase	K01408
Y71G12B.24	MppA-1	K01412
ZC410.2	MppB-1	K01412
F18A12.8	PepTidase	K01415
DY3.7	Sup-17	K06704
C04F12.10	Fce-1	K06013
ZK154.7	Adm-4	K06059
CD4.6	Pas-6	K02725
D1054.2	Pas-2	K02726
ZK945.2	Pas-7	K02727
Y110A7A.14	Pas-3	K02728
F25H2.9	Pas-5	K02729
C15H11.7	Pas-1	K02730
C36B1.4	Pas-4	K02731
C02F5.9	Pbs-6	K02732
T20F5.2	Pbs-4	K02734
Y38A8.2	Pbs-3	K02735
F39H11.5	Pbs-7	K02736
K05C4.1	Pbs-5	K02737
K08D12.1	Pbs-1	K02738
C47B2.4	Pbs-2	K02739
ZK112.1	Pcp-1	K01423
ZK688.6	Pcp-5	K01423
C25D7.8	OtuB-1	K09602
B0547.1	Csn-5	K09613
K11D2.2	AsaH-1	K12348
F56G4.5	Png-1	K01456
C08B11.2	Hda-2	K06067
C53A5.3	Hda-1	K06067
R06C1.1	Hda-3	K06067
C10E2.3	Hda-4	K11406
R11A8.4	Sir-2.1	K11411
F46G10.3	Sir-2.3	K11414
F46G10.7	Sir-2.2	K11414
C47E12.8	Dhp-2	K01464
D2085.1	Pyr-1	K11540
C47D2.2	Cdd-1	K01489
F49E8.4	Cdd-2	K01489
K07E3.3	Dao-3	K13403
F32G8.6	Cat-4	K01495
T20H4.4	Adr-2	K01500
ZK1058.6	Nit-1	K01501
C47E12.4	Pyp-1	K01507
K08H10.4	Uda-1	K01511
F08C6.6	Apy-1	K12304
R07E4.4	Mig-23	K12305
EEED8.8	Ndx-6	K13988
ZC395.7	Hap-1	K01519
K07A1.2	Dut-1	K01520
Y56A3A.13	Nft-1	K01522
F13H10.2	Ndx-9	K01529
Y37H9A.6	Ndx-4	K01529
F43G6.1	Dna-2	K10742
W06D4.6	Rad-54	K10875
C27B7.4	Rad-26	K10876
F18C5.2	Wrn-1	K10900
T04A11.6	Him-6	K10901
E03A3.2	Rcq-5	K10902
Y111B2A.22	Ssl-1	K11320
T22D1.10	RuvB-2	K11338
F26F12.7	Let-418	K11643
C52B9.8	HelIcase	K11647
F01G4.1	Psa-4	K11647
F02C9.3	Tat-6	K01530
W09D10.2	Tat-3	K01530
Y76A2A.2	Cua-1	K01533
R05C11.3	AtpAse	K01537
ZK256.1	Pmr-1	K01537
Y67D8C.10	Mca-3	K05850
K11D9.2	Sca-1	K05853
B0365.3	Eat-6	K01539
F02E8.1	Asb-2	K02127
F35G12.10	Asb-1	K02127
C34E10.6	Atp-2	K02133
F27C1.7	Atp-3	K02137
C06H2.1	Atp-5	K02138
C53B7.4	Asg-2	K02140
K07A12.3	Asg-1	K02140
F52E1.10	Vha-18	K02144
T14F9.1	Vha-15	K02144
Y49A3A.2	Vha-13	K02145
C30F8.2	Vha-16	K02146
F20B6.2	Vha-12	K02147
Y110A7A.12	Tag-300	K02147
Y38F2AL.3	Vha-11	K02148
F55H2.2	Vha-14	K02149
C17H12.14	Vha-8	K02150
ZK970.4	Vha-9	K02151
F46F11.5	Vha-10	K02152
F49C12.13	Vha-17	K02153
C26H9A.1	Vha-7	K02154
F35H10.4	Vha-5	K02154
VW02B12L.1	Vha-6	K02154
ZK637.8	Unc-32	K02154
R10E11.2	Vha-2	K02155
R10E11.8	Vha-1	K02155
Y38F2AL.4	Vha-3	K02155
T01H3.1	Vha-4	K03661
Y55H10A.1	Vha-19	K03662
ZK637.5	AsnA-1	K01551
T01G9.5	Mei-1	K07767
H15N14.2	Nsf-1	K06027
Y54E10A.9	Vbh-1	K11594
W08D2.7	Mtr-4	K12598
C07H6.5	Cgh-1	K12614
F53H1.1	HelIcase	K12811
C26D10.2	Hel-1	K12812
C04H5.6	Mog-4	K12813
K03H1.2	Mog-1	K12815
EEED8.5	Mog-5	K12818
F01F1.7	Ddx-23	K12858
H27M09.1	HelIcase	K13116
T06A10.1	Mel-46	K13131
B0511.6	HelIcase	K13179
T07D4.3	Rha-1	K13184
C43E11.4	TufM-2	K02358
Y71H2AM.23	TufM-1	K02358
F31E3.5	Eft-3	K03231
R03G5.1	Eft-4	K03231
F25H5.4	Eft-2	K03234
C02C6.1	Dyn-1	K01528
T12E12.4	Drp-1	K01528
Y37D8A.23	Unc-25	K01580
K11C4.4	Odc-1	K01581
T07C4.1	UmpS-1	K13421
K01C8.3	Tdc-1	K01593
ZK829.2	Hdl-1	K01593
F47G4.7	Smd-1	K01611
B0361.5	Psd-1	K01613
Y66H1B.4	Spl-1	K01634
K05G3.3	Cah-3	K01674
R173.1	Cah-5	K01674
T28F2.3	Cah-6	K01674
H14A12.2	Fum-1	K01679
F54H12.1	Aco-2	K01681
ZK455.1	Aco-1	K01681
T21B10.2	EnoL-1	K01689
F43H9.1	Ech-3	K01692
F56B3.5	Ech-5	K01692
Y105E8A.4	Ech-7	K01692
T05G5.6	Ech-6	K07511
C29F3.1	Ech-1	K07515
D2096.4	Sqv-1	K01710
C53B4.7	Bre-1	K01711
F56H6.5	Gmd-2	K01711
E02H1.3	Tag-124	K01718
T10B11.1	PcbD-1	K01724
B0041.6	PtpS-1	K01737
R09B3.1	Exo-3	K10771
T05H10.2	Apn-1	K10771
R10E4.5	Nth-1	K10773
R03A10.4	NkaT-3	K00816
T06D8.6	CchL-1	K01764
F17C8.1	Acy-1	K08049
AH6.1	Gcy-1	K01769
B0024.6	Gcy-6	K01769
C06A12.4	Gcy-27	K01769
C06B3.8	Gcy-32	K01769
C17F4.6	Gcy-19	K01769
C30G4.3	Gcy-11	K01769
C49H3.1	Gcy-8	K01769
F08B1.2	Gcy-12	K01769
F21H7.9	Gcy-20	K01769
F22E5.3	Gcy-21	K01769
F23H12.6	Gcy-13	K01769
M04G12.3	Gcy-34	K01769
R134.1	Gcy-3	K01769
R134.2	Gcy-2	K01769
T03D8.5	Gcy-22	K01769
T26C12.4	Gcy-23	K01769
W03F11.2	Gcy-17	K01769
Y105C5B.2	Gcy-25	K01769
ZC239.7	Gcy-15	K01769
ZC412.2	Gcy-14	K01769
ZK455.2	Gcy-9	K01769
ZK896.8	Gcy-18	K01769
ZK970.5	Gcy-4	K01769
ZK970.6	Gcy-5	K01769
C46E1.2	Gcy-36	K12319
T04D3.4	Gcy-35	K12319
T01A4.1	Gcy-28	K12323
C47B2.6	GalE-1	K01784
B0285.5	Hse-5	K01793
D2030.5	Mce-1	K05606
D1053.1	Gst-42	K01800
C05C8.3	Fkb-3	K01802
T27D1.1	Cyn-9	K01802
Y17G9B.4	IsoMerase	K01802
Y75B12B.2	Cyn-7	K01802
Y75B12B.5	Cyn-3	K01802
ZK520.5	Cyn-2	K01802
Y49A3A.5	Cyn-1	K03767
F31C3.1	Cyn-5	K03768
F42G9.2	Cyn-6	K03768
Y116A8C.34	Cyn-13	K09564
D1009.2	Cyn-8	K09566
T01B7.4	Cyn-11	K09567
F36H1.1	Fkb-1	K09569
F31D4.3	Fkb-6	K09571
F59E10.2	Cyn-4	K10598
C34D4.12	Cyn-12	K12733
B0252.4	Cyn-10	K12734
F39H2.2	Sig-7	K12735
Y87G2A.6	Cyn-15	K12736
Y17G7B.9	Cyn-16	K12737
Y17G7B.7	Tpi-1	K01803
Y87G2A.8	Gpi-1	K01810
Y56A3A.3	Mif-1	K07253
K06H7.9	Idi-1	K01823
R06F6.9	Ech-4	K13239
H06O01.1	Pdi-3	K08056
C07A12.4	Pdi-2	K09580
C14B1.1	Pdi-1	K09580
C14B9.2	Erp72	K09582
B0403.4	Tag-320	K09584
ZK1058.1	MmcM-1	K01847
W06H3.2	Pus-1	K06173
M01E5.5	Top-1	K03163
Y56A3A.27	Top-3	K03165
K12D12.1	Top-2	K03164
ZK1127.7	Cin-4	K03164
Y80D3A.1	Wrs-1	K01867
C47D12.6	Trs-1	K01868
R74.1	Lrs-1	K01869
ZK524.3	Lrs-2	K01869
C25A1.7	Irs-2	K01870
R11A8.6	Irs-1	K01870
T02G5.9	Krs-1	K04567
F28H1.3	Ars-2	K01872
W02B12.6	Ars-1	K01872
Y87G2A.5	Vrs-2	K01873
ZC513.4	Vrs-1	K01873
F58B3.5	Mrs-1	K01874
C47E12.1	Srs-2	K01875
W03B1.4	Srs-1	K01875
B0464.1	Drs-1	K01876
F10C2.6	Drs-2	K01876
T10F2.1	Grs-1	K01880
T20H4.3	Prs-1	K01881
T27F6.5	Prs-2	K01881
Y23H5A.7	Crs-1	K01883
T07A9.2	Ers-3	K01885
ZC434.5	Ers-2	K01885
Y41E3.4	Ers-1	K01886
C29H12.1	Rrt-2	K01887
F26F4.10	Rrt-1	K01887
T08B2.9	Frs-1	K01889
Y60A3A.13	Frs-3	K01889
F22B5.9	Frs-2	K01890
T11G6.1	Hrs-1	K01892
F22D6.3	Nrs-1	K01893
C46F4.2	Acs-17	K01897
F28F8.2	Acs-2	K01897
F37C12.7	Acs-16	K01897
Y65B4BL.5	Acs-13	K01897
Y76A2B.3	Acs-14	K01897
K03A1.5	Sur-5	K01907
C28D4.3	Gln-6	K01915
C45B2.5	Gln-1	K01915
F26D10.10	Gln-5	K01915
K03H1.1	Gln-2	K01915
Y105C5B.28	Gln-3	K01915
F37B12.2	Gcs-1	K11204
Y71G12B.15	Ubc-3	K02207
C47E12.5	Uba-1	K03178
Y37E11AR.2	SiaH-1	K04506
F49E12.4	Ubc-24	K04552
R01H2.6	Ubc-18	K04552
Y110A2AM.3	Ubc-26	K04554
Y110A2AR.2	Ubc-15	K04554
Y87G2A.9	Ubc-14	K04555
K08E3.7	Pdr-1	K04556
C06E2.3	Ubc-21	K04649
C06E2.7	Ubc-22	K04649
C28G1.1	Ubc-23	K04649
F40G9.3	Ubc-20	K04649
M02A10.3	Sli-1	K04707
Y65B4BR.4	Wwp-1	K05633
M7.1	Let-70	K06689
T09B4.10	Chn-1	K09561
C35B1.1	Ubc-1	K10573
F58A4.10	Ubc-7	K10575
Y94H6A.6	Ubc-8	K10576
F29B9.6	Ubc-9	K10577
F56D2.4	Uev-2	K10577
D1022.1	Ubc-6	K10578
Y54G2A.31	Ubc-13	K10580
F25H2.8	Ubc-25	K10582
Y39A1C.2	Oxi-1	K10588
Y67D8C.5	Eel-1	K10592
T05H10.5	Ufd-2	K10597
F55A11.3	Hrd-1	K10601
F26E4.11	HrdL-1	K10636
C49H3.5	Ntl-4	K10643
F55A3.1	MarC-6	K10661
C16C10.7	Rnf-5	K10666
K04C2.4	Brd-1	K10683
C08B6.9	Aos-1	K10684
W02A11.4	Uba-2	K10685
F11H8.1	Rfl-1	K10686
R09B3.4	Ubc-12	K10687
Y54E5B.4	Ubc-16	K10688
F26H9.7	Uev-3	K10690
C01B7.6	Rpm-1	K10693
T13H2.5	SpaT-3	K10695
R05D3.4	Rfp-1	K10696
C17H11.6	Sr-Famc	K11972
C16A3.7	Tag-182	K12236
W09B6.1	Pod-2	K11262
F25G6.6	Nrs-2	K01953
D2085.1	Pyr-1	K11540
D2023.2	Pyc-1	K01958
W09B6.1	Pod-2	K11262
F27D9.5	PccA-1	K01965
F52E4.1	PccB-1	K01966
C29A12.3	Lig-1	K10747
C07H6.1	Lig-4	K10777
F11H8.2	Lgc-38	K05270
T21C12.1	Unc-49	K05270
ZC482.1	Gab-1	K05270
C09G5.1	Ggr-1	K05397
C39B10.2	Lgc-41	K05397
F46F3.2	Lgc-44	K05397
T24D8.1	Lgc-40	K05397
W10G11.16	Lgc-45	K05397
Y39A3B.2	Lgc-42	K05397
B0207.12	Avr-14	K05273
F11A5.10	Glc-1	K05273
F25F8.2	Glc-2	K05273
R11G10.1	Avr-15	K05273
ZC317.3	Glc-3	K05273
C04C3.2	Lgc-9	K05312
C31H5.3	Acr-19	K05312
C40C9.2	Acr-9	K05312
D2092.3	Acr-11	K05312
F09E8.7	Lev-1	K05312
F21F3.5	Unc-38	K05312
F25G6.3	Acr-16	K05312
F25G6.4	Acr-15	K05312
F27B3.2	Acr-21	K05312
F28F8.1	Acr-18	K05312
F48E3.7	Lgc-11	K05312
F59B1.9	Acr-23	K05312
K03B8.9	Deg-3	K05312
K03F8.2	Acr-5	K05312
K11G12.2	Acr-2	K05312
K11G12.7	Acr-3	K05312
R01E6.4	Acr-12	K05312
R02E12.8	Acr-10	K05312
R13A5.4	Lgc-12	K05312
T08G11.5	Unc-29	K05312
T09A5.3	Acr-7	K05312
T26H10.1	Des-2	K05312
Y110A7A.3	Unc-63	K05312
Y48B6A.4	Eat-2	K05312
Y73F8A.30	Acr-24	K05312
ZC504.2	Acr-8	K05312
ZK973.5	Acr-6	K05312
B0280.12	Glr-2	K05313
C06A8.9	Glr-4	K05313
C06E1.4	Glr-1	K05313
C43H6.9	Glr-7	K05313
F41B4.4	Glr-6	K05313
K10D3.1	Glr-3	K05313
ZC196.7	Glr-5	K05313
F07F6.6	Nmr-1	K05208
T01C3.10	Nmr-2	K05314
C48A7.1	Egl-19	K05315
C54D2.5	Cca-1	K05315
T02C5.5	Unc-2	K05315
C50C3.9	Unc-36	K05316
T28F2.5	Ccb-1	K05317
R07A4.1	Egl-36	K05320
R186.5	Shw-3	K05320
C30D11.1	Unc-103	K05322
F16B3.1	Egl-2	K05322
C33D12.3	Twk-26	K05323
C40C9.1	Twk-20	K05323
C52B9.6	Twk-28	K05323
